pair_shell,target_a,target_b,shell_offset_track8,classification_track8,boundary_confidence_track8,mz_a_track8,mz_b_track8,delta_mz_track8,corridor_proxy_track8,rejection_proxy_track8,effective_leak_ratio_track8,shell_offset_rebuilt,classification_rebuilt,boundary_confidence_rebuilt,mz_a_rebuilt,mz_b_rebuilt,delta_mz_rebuilt,corridor_proxy_rebuilt,rejection_proxy_rebuilt,effective_leak_ratio_rebuilt,pair_presence,classification_changed,boundary_confidence_changed,mz_a_diff,mz_a_abs_diff,mz_b_diff,mz_b_abs_diff,delta_mz_diff,delta_mz_abs_diff,corridor_proxy_diff,corridor_proxy_abs_diff,rejection_proxy_diff,rejection_proxy_abs_diff,effective_leak_ratio_diff,effective_leak_ratio_abs_diff
adjacent,T01,T10,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,1359.8,1359.91,0.1100000000001273,0.8958341352964142,0.1041658647035858,0.5520829323517928,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,1359.8014120746163,1359.9123871042475,0.11097502963116312,0.8949610961586862,0.10503890384131376,0.5525194519206569,matched,False,False,0.001412074616382597,0.001412074616382597,0.0023871042474183923,0.0023871042474183923,0.0009750296310358231,0.0009750296310358231,-0.00087303913772796,0.00087303913772796,0.00087303913772796,0.00087303913772796,0.00043651956886403553,0.00043651956886403553
adjacent,T02,T03,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,1359.47,1359.59,0.1199999999998908,0.8869204367172543,0.1130795632827457,0.5565397816413729,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,1359.4683021868375,1359.5761874211696,0.10788523433211594,0.8977306191726742,0.10226938082732584,0.5511346904136629,matched,False,False,-0.0016978131625364767,0.0016978131625364767,-0.013812578830311395,0.013812578830311395,-0.012114765667774863,0.012114765667774863,0.01081018245541987,0.01081018245541987,-0.010810182455419856,0.010810182455419856,-0.005405091227709935,0.005405091227709935
adjacent,T03,T04,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,1359.59,1359.68,0.0900000000001455,0.9139311852710952,0.0860688147289048,0.5430344073644524,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,1359.5761874211696,1359.693640591063,0.11745316989345156,0.8891821512663336,0.1108178487336664,0.5554089243668332,matched,False,False,-0.013812578830311395,0.013812578830311395,0.013640591062994645,0.013640591062994645,0.027453169893306054,0.027453169893306054,-0.024749034004761583,0.024749034004761583,0.024749034004761597,0.024749034004761597,0.012374517002380792,0.012374517002380792
adjacent,T04,T01,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,1359.68,1359.8,0.1199999999998908,0.8869204367172543,0.1130795632827457,0.5565397816413729,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,1359.693640591063,1359.8014120746163,0.10777148355327881,0.8978327425379871,0.10216725746201294,0.5510836287310065,matched,False,False,0.013640591062994645,0.013640591062994645,0.001412074616382597,0.001412074616382597,-0.012228516446611992,0.012228516446611992,0.01091230582073277,0.01091230582073277,-0.010912305820732757,0.010912305820732757,-0.005456152910366385,0.005456152910366385
adjacent,T05,T08,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,816.22,816.28,0.0599999999999454,0.9417645335843,0.0582354664156998,0.5291177332078499,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,816.2179591887738,816.2846386253631,0.06667943658931108,0.9354950387560622,0.06450496124393779,0.5322524806219688,matched,False,False,-0.0020408112262657596,0.0020408112262657596,0.004638625363099891,0.004638625363099891,0.006679436589365678,0.006679436589365678,-0.006269494828237798,0.006269494828237798,0.006269494828237986,0.006269494828237986,0.003134747414118899,0.003134747414118899
adjacent,T06,T02,1,REPULSIVE,STRONG_REPULSIVE,874.45,1359.47,485.02,2.2829183937880144e-211,1.0,1.0,1,REPULSIVE,STRONG_REPULSIVE,874.4459950022319,1359.4683021868375,485.02230718460555,2.2776573510462603e-211,1.0,1.0,matched,False,False,-0.0040049977681064775,0.0040049977681064775,-0.0016978131625364767,0.0016978131625364767,0.0023071846055700007,0.0023071846055700007,-5.261042741754059e-214,5.261042741754059e-214,0.0,0.0,0.0,0.0
adjacent,T07,T06,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,874.37,874.45,0.0800000000000409,0.923116346386598,0.0768836536134019,0.538441826806701,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,874.3736148839217,874.4459950022319,0.07238011831020685,0.9301772511971494,0.06982274880285055,0.5349113744014253,matched,False,False,0.0036148839217275963,0.0036148839217275963,-0.0040049977681064775,0.0040049977681064775,-0.007619881689834046,0.007619881689834046,0.007060904810551438,0.007060904810551438,-0.007060904810551341,0.007060904810551341,-0.003530452405275719,0.003530452405275719
adjacent,T08,T12,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,816.28,816.35,0.07000000000005,0.9323938199059016,0.0676061800940983,0.5338030900470492,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,816.2846386253631,816.3505774368784,0.06593881151536607,0.936188146473111,0.063811853526889,0.5319059267634445,matched,False,False,0.004638625363099891,0.004638625363099891,0.0005774368784159378,0.0005774368784159378,-0.004061188484683925,0.004061188484683925,0.0037943265672093496,0.0037943265672093496,-0.003794326567209294,0.003794326567209294,-0.0018971632836046748,0.0018971632836046748
adjacent,T09,T05,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,816.15,816.22,0.07000000000005,0.9323938199059016,0.0676061800940983,0.5338030900470492,1,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,816.150905794617,816.2179591887738,0.067053394156801,0.935145268710624,0.06485473128937602,0.5324273656446881,matched,False,False,0.0009057946169832576,0.0009057946169832576,-0.0020408112262657596,0.0020408112262657596,-0.0029466058432489894,0.0029466058432489894,0.002751448804722334,0.002751448804722334,-0.0027514488047222785,0.0027514488047222785,-0.0013757244023611115,0.0013757244023611115
adjacent,T10,T11,1,REPULSIVE,STRONG_REPULSIVE,1359.91,1529.53,169.6199999999999,2.162569031855021e-74,1.0,1.0,1,REPULSIVE,STRONG_REPULSIVE,1359.9123871042475,1529.5289822320071,169.61659512775964,2.169944852857554e-74,1.0,1.0,matched,False,False,0.0023871042474183923,0.0023871042474183923,-0.001017767992834706,0.001017767992834706,-0.0034048722402530984,0.0034048722402530984,7.375821002532991e-77,7.375821002532991e-77,0.0,0.0,0.0,0.0
adjacent,T12,T07,1,REPULSIVE,STRONG_REPULSIVE,816.35,874.37,58.01999999999998,6.342115690100828e-26,1.0,1.0,1,REPULSIVE,STRONG_REPULSIVE,816.3505774368784,874.3736148839217,58.02303744704329,6.322881076398197e-26,1.0,1.0,matched,False,False,0.0005774368784159378,0.0005774368784159378,0.0036148839217275963,0.0036148839217275963,0.0030374470433116585,0.0030374470433116585,-1.9234613702631628e-28,1.9234613702631628e-28,0.0,0.0,0.0,0.0
next_nearest,T01,T11,2,REPULSIVE,STRONG_REPULSIVE,1359.8,1529.53,169.73000000000002,1.9373031586706464e-74,1.0,1.0,2,REPULSIVE,STRONG_REPULSIVE,1359.8014120746163,1529.5289822320071,169.7275701573908,1.9420162241172955e-74,1.0,1.0,matched,False,False,0.001412074616382597,0.001412074616382597,-0.001017767992834706,0.001017767992834706,-0.002429842609217303,0.002429842609217303,4.71306544664911e-77,4.71306544664911e-77,0.0,0.0,0.0,0.0
next_nearest,T02,T04,2,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,1359.47,1359.68,0.2100000000000363,0.8105842459701577,0.1894157540298423,0.5947078770149212,2,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,1359.4683021868375,1359.693640591063,0.2253384042255675,0.7982460432136161,0.20175395678638386,0.600876978393192,matched,False,False,-0.0016978131625364767,0.0016978131625364767,0.013640591062994645,0.013640591062994645,0.015338404225531205,0.015338404225531205,-0.012338202756541516,0.012338202756541516,0.012338202756541572,0.012338202756541572,0.006169101378270758,0.006169101378270758
next_nearest,T03,T01,2,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,1359.59,1359.8,0.2100000000000363,0.8105842459701577,0.1894157540298423,0.5947078770149212,2,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,1359.5761874211696,1359.8014120746163,0.22522465344673037,0.7983368494872797,0.20166315051272032,0.6008315752563602,matched,False,False,-0.013812578830311395,0.013812578830311395,0.001412074616382597,0.001412074616382597,0.015224653446694075,0.015224653446694075,-0.012247396482877981,0.012247396482877981,0.012247396482878037,0.012247396482878037,0.006123698241438991,0.006123698241438991
next_nearest,T04,T10,2,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,1359.68,1359.91,0.2300000000000182,0.7945336025033195,0.2054663974966805,0.6027331987483402,2,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,1359.693640591063,1359.9123871042475,0.21874651318444194,0.8035253754289565,0.19647462457104348,0.5982373122855218,matched,False,False,0.013640591062994645,0.013640591062994645,0.0023871042474183923,0.0023871042474183923,-0.011253486815576252,0.011253486815576252,0.00899177292563702,0.00899177292563702,-0.00899177292563702,0.00899177292563702,-0.004495886462818399,0.004495886462818399
next_nearest,T05,T12,2,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,816.22,816.35,0.1299999999999954,0.8780954309205653,0.1219045690794347,0.5609522845397173,2,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,816.2179591887738,816.3505774368784,0.13261824810467715,0.8757993663678291,0.12420063363217093,0.5621003168160854,matched,False,True,-0.0020408112262657596,0.0020408112262657596,0.0005774368784159378,0.0005774368784159378,0.002618248104681753,0.002618248104681753,-0.0022960645527362322,0.0022960645527362322,0.0022960645527362322,0.0022960645527362322,0.0011480322763680606,0.0011480322763680606
next_nearest,T06,T03,2,REPULSIVE,STRONG_REPULSIVE,874.45,1359.59,485.1399999999999,2.024766978808318e-211,1.0,1.0,2,REPULSIVE,STRONG_REPULSIVE,874.4459950022319,1359.5761874211696,485.13019241893767,2.0447227440179525e-211,1.0,1.0,matched,False,False,-0.0040049977681064775,0.0040049977681064775,-0.013812578830311395,0.013812578830311395,-0.009807581062204918,0.009807581062204918,1.9955765209634306e-213,1.9955765209634306e-213,0.0,0.0,0.0,0.0
next_nearest,T07,T02,2,REPULSIVE,STRONG_REPULSIVE,874.37,1359.47,485.1,2.1073992867723527e-211,1.0,1.0,2,REPULSIVE,STRONG_REPULSIVE,874.3736148839217,1359.4683021868375,485.09468730291576,2.118625053965191e-211,1.0,1.0,matched,False,False,0.0036148839217275963,0.0036148839217275963,-0.0016978131625364767,0.0016978131625364767,-0.005312697084264073,0.005312697084264073,1.1225767192838508e-213,1.1225767192838508e-213,0.0,0.0,0.0,0.0
next_nearest,T08,T07,2,REPULSIVE,STRONG_REPULSIVE,816.28,874.37,58.09000000000003,5.913349474578265e-26,1.0,1.0,2,REPULSIVE,STRONG_REPULSIVE,816.2846386253631,874.3736148839217,58.08897625855866,5.919406315283136e-26,1.0,1.0,matched,False,False,0.004638625363099891,0.004638625363099891,0.0036148839217275963,0.0036148839217275963,-0.0010237414413722945,0.0010237414413722945,6.05684070487161e-29,6.05684070487161e-29,0.0,0.0,0.0,0.0
next_nearest,T09,T08,2,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,816.15,816.28,0.1299999999999954,0.8780954309205653,0.1219045690794347,0.5609522845397173,2,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,816.150905794617,816.2846386253631,0.13373283074611209,0.8748237593949933,0.12517624060500665,0.5625881203025034,matched,False,False,0.0009057946169832576,0.0009057946169832576,0.004638625363099891,0.004638625363099891,0.0037328307461166887,0.0037328307461166887,-0.003271671525571951,0.003271671525571951,0.003271671525571951,0.003271671525571951,0.001635835762786031,0.001635835762786031
next_nearest,T12,T06,2,REPULSIVE,STRONG_REPULSIVE,816.35,874.45,58.10000000000002,5.854510664206994e-26,1.0,1.0,2,REPULSIVE,STRONG_REPULSIVE,816.3505774368784,874.4459950022319,58.0954175653535,5.881400139290547e-26,1.0,1.0,matched,False,False,0.0005774368784159378,0.0005774368784159378,-0.0040049977681064775,0.0040049977681064775,-0.004582434646522415,0.004582434646522415,2.6889475083552866e-28,2.6889475083552866e-28,0.0,0.0,0.0,0.0
